Datetime,Open,High,Low,Close,Adj Close,Volume
2024-04-02 21:20:00+00:00,65777.046875,65777.046875,65610.2578125,65628.8671875,65628.8671875,8007680
2024-04-02 21:25:00+00:00,65585.0859375,65585.0859375,65296.98828125,65391.5390625,65391.5390625,53968896
2024-04-02 21:30:00+00:00,65430.83203125,65430.83203125,65312.0859375,65373.46484375,65373.46484375,78651392
2024-04-02 21:35:00+00:00,65351.734375,65600.2265625,65351.734375,65600.2265625,65600.2265625,40284160
2024-04-02 21:40:00+00:00,65648.6640625,65678.03125,65586.859375,65631.4140625,65631.4140625,105021440
2024-04-02 21:45:00+00:00,65736.5390625,65736.5390625,65625.015625,65648.8046875,65648.8046875,44609536
2024-04-02 21:50:00+00:00,65631.4296875,65631.4296875,65543.7265625,65550.4296875,65550.4296875,0
2024-04-02 21:55:00+00:00,65601.1484375,65725.5859375,65601.1484375,65701.7734375,65701.7734375,74670080
2024-04-02 22:00:00+00:00,65700.5234375,65700.5234375,65598.859375,65631.3203125,65631.3203125,0
2024-04-02 22:05:00+00:00,65642.828125,65714.6484375,65642.828125,65698.90625,65698.90625,21909504
2024-04-02 22:10:00+00:00,65676.8359375,65719.5625,65676.8359375,65707.453125,65707.453125,0
2024-04-02 22:15:00+00:00,65728.7109375,65729.1484375,65647.28125,65682.109375,65682.109375,12611584
2024-04-02 22:20:00+00:00,65680.828125,65768.3125,65677.5859375,65768.3125,65768.3125,0
2024-04-02 22:25:00+00:00,65783.515625,65788.859375,65730.421875,65730.421875,65730.421875,46551040
2024-04-02 22:30:00+00:00,65724.5546875,65791.7109375,65724.5546875,65791.7109375,65791.7109375,0
2024-04-02 22:35:00+00:00,65781.8515625,65781.8515625,65714.09375,65714.421875,65714.421875,0
2024-04-02 22:40:00+00:00,65719.9453125,65782.7890625,65719.9453125,65782.7890625,65782.7890625,0
2024-04-02 22:45:00+00:00,65807.953125,65848.3515625,65785.3828125,65848.3515625,65848.3515625,0
2024-04-02 22:50:00+00:00,65866.3671875,65918.046875,65848.671875,65913.1796875,65913.1796875,2056192
2024-04-02 22:55:00+00:00,65919.2890625,65919.2890625,65811.5390625,65811.5390625,65811.5390625,33972224
2024-04-02 23:00:00+00:00,65828.09375,65828.09375,65794.2890625,65794.2890625,65794.2890625,0
2024-04-02 23:05:00+00:00,65784.9453125,65784.9453125,65740.4296875,65740.4296875,65740.4296875,0
2024-04-02 23:10:00+00:00,65709.1640625,65737.453125,65709.1640625,65737.453125,65737.453125,0
2024-04-02 23:15:00+00:00,65743.7734375,65769.4296875,65735.7890625,65769.4296875,65769.4296875,13574144
2024-04-02 23:20:00+00:00,65761.0234375,65817.1796875,65708.5703125,65708.5703125,65708.5703125,20848640
2024-04-02 23:25:00+00:00,65669.09375,65669.09375,65606.0703125,65611.1796875,65611.1796875,12443648
2024-04-02 23:30:00+00:00,65611.09375,65611.09375,65524.5390625,65524.5390625,65524.5390625,8146944
2024-04-02 23:35:00+00:00,65481.69921875,65486.08984375,65433.12890625,65476.765625,65476.765625,20004864
2024-04-02 23:40:00+00:00,65480.03515625,65518.25390625,65480.03515625,65511.64453125,65511.64453125,46485504
2024-04-02 23:45:00+00:00,65507.41015625,65507.41015625,65459.72265625,65471.75,65471.75,7512064
2024-04-02 23:50:00+00:00,65490.7109375,65515.0,65441.14453125,65478.109375,65478.109375,28798976
2024-04-02 23:55:00+00:00,65464.15234375,65464.15234375,65436.125,65458.84765625,65458.84765625,0
2024-04-03 00:00:00+00:00,65465.40625,65572.828125,65465.40625,65501.359375,65501.359375,0
2024-04-03 00:05:00+00:00,65497.3984375,65597.015625,65497.3984375,65597.015625,65597.015625,22462464
2024-04-03 00:10:00+00:00,65601.234375,65612.03125,65501.53515625,65507.70703125,65507.70703125,0
2024-04-03 00:15:00+00:00,65378.61328125,65564.9375,65358.5390625,65537.0546875,65537.0546875,13500416
2024-04-03 00:20:00+00:00,65516.08984375,65516.08984375,65271.28125,65271.28125,65271.28125,12460032
2024-04-03 00:25:00+00:00,65307.421875,65307.421875,65121.71484375,65121.71484375,65121.71484375,38182912
2024-04-03 00:30:00+00:00,65123.8984375,65147.43359375,65000.37890625,65000.37890625,65000.37890625,90431488
2024-04-03 00:35:00+00:00,64940.1328125,64940.1328125,64583.06640625,64686.40234375,64686.40234375,179744768
2024-04-03 00:40:00+00:00,64809.4609375,65226.31640625,64809.4609375,65226.31640625,65226.31640625,418725888
2024-04-03 00:45:00+00:00,65197.08203125,65333.8515625,65197.08203125,65251.08984375,65251.08984375,161550336
2024-04-03 00:50:00+00:00,65377.015625,65433.12890625,65291.98828125,65291.98828125,65291.98828125,155213824
2024-04-03 00:55:00+00:00,65277.24609375,65353.3359375,65277.24609375,65353.3359375,65353.3359375,176033792
2024-04-03 01:00:00+00:00,65404.046875,65404.046875,65275.80078125,65275.80078125,65275.80078125,56942592
2024-04-03 01:05:00+00:00,65288.640625,65324.3359375,65230.6875,65245.05078125,65245.05078125,44404736
2024-04-03 01:10:00+00:00,65272.453125,65356.71484375,65145.6484375,65356.71484375,65356.71484375,101568512
2024-04-03 01:15:00+00:00,65319.15234375,65528.0625,65319.15234375,65528.0625,65528.0625,95657984
2024-04-03 01:20:00+00:00,65417.9453125,65417.9453125,65374.453125,65374.453125,65374.453125,101007360
2024-04-03 01:25:00+00:00,65345.359375,65470.06640625,65345.359375,65470.06640625,65470.06640625,56733696
2024-04-03 01:30:00+00:00,65462.63671875,65524.58984375,65462.63671875,65524.58984375,65524.58984375,80990208
2024-04-03 01:35:00+00:00,65470.12109375,65501.484375,65411.515625,65501.484375,65501.484375,39092224
2024-04-03 01:40:00+00:00,65540.546875,65595.75,65540.546875,65562.1796875,65562.1796875,75952128
2024-04-03 01:45:00+00:00,65499.80078125,65581.4453125,65499.80078125,65565.7734375,65565.7734375,65769472
2024-04-03 01:50:00+00:00,65603.5703125,65683.640625,65603.5703125,65668.09375,65668.09375,112766976
2024-04-03 01:55:00+00:00,65674.0390625,65894.6796875,65674.0390625,65850.4765625,65850.4765625,125521920
2024-04-03 02:00:00+00:00,65822.890625,65966.3046875,65822.890625,65929.5859375,65929.5859375,0
2024-04-03 02:05:00+00:00,65882.703125,66004.40625,65882.703125,65953.1328125,65953.1328125,77692928
2024-04-03 02:10:00+00:00,65950.1015625,65950.1015625,65868.2578125,65868.2578125,65868.2578125,45543424
2024-04-03 02:15:00+00:00,65833.75,65833.75,65720.2109375,65751.578125,65751.578125,0
2024-04-03 02:20:00+00:00,65738.5546875,65822.125,65738.5546875,65822.125,65822.125,63946752
2024-04-03 02:25:00+00:00,65914.765625,65920.7421875,65886.1875,65906.78125,65906.78125,0
2024-04-03 02:30:00+00:00,65900.953125,65900.953125,65847.3203125,65847.3203125,65847.3203125,0
2024-04-03 02:35:00+00:00,65819.375,65864.1171875,65819.375,65828.3828125,65828.3828125,0
2024-04-03 02:40:00+00:00,65831.515625,65866.8515625,65781.328125,65781.328125,65781.328125,0
2024-04-03 02:45:00+00:00,65806.21875,65950.4296875,65806.21875,65894.09375,65894.09375,0
2024-04-03 02:50:00+00:00,65878.21875,65889.078125,65866.3125,65870.765625,65870.765625,0
2024-04-03 02:55:00+00:00,65888.8203125,65939.40625,65888.8203125,65939.40625,65939.40625,0
2024-04-03 03:00:00+00:00,65924.734375,65924.734375,65831.0390625,65831.0390625,65831.0390625,0
2024-04-03 03:05:00+00:00,65823.6484375,65831.15625,65817.3046875,65817.3046875,65817.3046875,0
2024-04-03 03:10:00+00:00,65804.6328125,65871.71875,65798.390625,65871.71875,65871.71875,0
2024-04-03 03:15:00+00:00,65860.9921875,66097.2109375,65860.9921875,66097.2109375,66097.2109375,0
2024-04-03 03:20:00+00:00,66039.8671875,66039.9765625,65879.734375,65879.734375,65879.734375,0
2024-04-03 03:25:00+00:00,65887.578125,65914.78125,65887.578125,65908.59375,65908.59375,0
2024-04-03 03:30:00+00:00,65860.0546875,65956.140625,65860.0546875,65956.140625,65956.140625,0
2024-04-03 03:35:00+00:00,65963.203125,66012.2109375,65963.203125,66003.0,66003.0,0
2024-04-03 03:40:00+00:00,66024.3828125,66071.484375,66024.3828125,66071.484375,66071.484375,0
2024-04-03 03:45:00+00:00,66077.703125,66086.8203125,66043.84375,66085.1796875,66085.1796875,0
2024-04-03 03:50:00+00:00,66130.5546875,66266.5703125,66125.6328125,66266.5703125,66266.5703125,0
2024-04-03 03:55:00+00:00,66249.9609375,66249.9609375,66190.1640625,66190.1640625,66190.1640625,15478784
2024-04-03 04:00:00+00:00,66231.7734375,66269.984375,66231.7734375,66259.25,66259.25,0
2024-04-03 04:05:00+00:00,66258.734375,66338.28125,66258.734375,66338.28125,66338.28125,0
2024-04-03 04:10:00+00:00,66314.78125,66361.7734375,66314.78125,66323.484375,66323.484375,11866112
2024-04-03 04:15:00+00:00,66242.0625,66267.1484375,66237.5390625,66267.1484375,66267.1484375,0
2024-04-03 04:20:00+00:00,66250.8203125,66250.8203125,66240.5625,66249.5625,66249.5625,0
2024-04-03 04:25:00+00:00,66251.84375,66327.6171875,66251.84375,66320.8203125,66320.8203125,0
2024-04-03 04:30:00+00:00,66354.453125,66390.4296875,66319.7890625,66358.5234375,66358.5234375,0
2024-04-03 04:35:00+00:00,66358.0625,66396.5625,66344.015625,66344.015625,66344.015625,0
2024-04-03 04:40:00+00:00,66357.796875,66357.796875,66276.203125,66276.203125,66276.203125,0
2024-04-03 04:45:00+00:00,66277.5625,66341.90625,66277.5625,66301.109375,66301.109375,0
2024-04-03 04:50:00+00:00,66303.046875,66346.890625,66294.4453125,66346.890625,66346.890625,0
2024-04-03 04:55:00+00:00,66355.28125,66369.953125,66350.0625,66368.3203125,66368.3203125,0
2024-04-03 05:00:00+00:00,66352.734375,66352.734375,66278.7890625,66278.7890625,66278.7890625,0
2024-04-03 05:05:00+00:00,66286.078125,66326.625,66286.078125,66287.390625,66287.390625,0
2024-04-03 05:10:00+00:00,66281.6015625,66293.6484375,66275.7265625,66282.046875,66282.046875,0
2024-04-03 05:15:00+00:00,66277.0234375,66277.0234375,66137.6484375,66150.7734375,66150.7734375,0
2024-04-03 05:20:00+00:00,66155.078125,66155.078125,66091.4921875,66124.859375,66124.859375,0
2024-04-03 05:25:00+00:00,66156.359375,66184.8125,66145.0625,66162.8828125,66162.8828125,0
2024-04-03 05:30:00+00:00,66171.1015625,66171.1015625,66115.703125,66115.703125,66115.703125,0
2024-04-03 05:35:00+00:00,66089.9296875,66090.921875,66002.28125,66002.28125,66002.28125,0
2024-04-03 05:40:00+00:00,66014.1796875,66014.1796875,65977.640625,66005.2265625,66005.2265625,0
2024-04-03 05:45:00+00:00,66037.1328125,66047.703125,66022.859375,66022.859375,66022.859375,0
2024-04-03 05:50:00+00:00,66039.5390625,66039.5390625,65982.0234375,66011.4609375,66011.4609375,0
2024-04-03 05:55:00+00:00,66100.75,66121.2890625,66100.75,66121.2890625,66121.2890625,0
2024-04-03 06:00:00+00:00,66111.9921875,66235.53125,66088.0546875,66235.53125,66235.53125,0
2024-04-03 06:05:00+00:00,66236.2421875,66259.4765625,66226.671875,66226.671875,66226.671875,0
2024-04-03 06:10:00+00:00,66248.3984375,66249.015625,66130.921875,66130.921875,66130.921875,0
2024-04-03 06:15:00+00:00,66172.5703125,66239.28125,66172.5703125,66212.7421875,66212.7421875,0
2024-04-03 06:20:00+00:00,66214.875,66265.6015625,66174.3984375,66265.6015625,66265.6015625,0
2024-04-03 06:25:00+00:00,66323.8828125,66323.8828125,66308.65625,66322.7265625,66322.7265625,19271680
2024-04-03 06:30:00+00:00,66331.3828125,66354.296875,66292.2890625,66292.2890625,66292.2890625,2203648
2024-04-03 06:35:00+00:00,66292.5859375,66354.75,66261.5390625,66354.75,66354.75,0
2024-04-03 06:40:00+00:00,66319.234375,66319.234375,66271.4453125,66271.4453125,66271.4453125,0
2024-04-03 06:45:00+00:00,66267.3359375,66334.6640625,66267.3359375,66301.921875,66301.921875,0
2024-04-03 06:50:00+00:00,66305.203125,66348.453125,66305.203125,66348.453125,66348.453125,0
2024-04-03 06:55:00+00:00,66342.609375,66378.078125,66342.609375,66378.078125,66378.078125,0
2024-04-03 07:00:00+00:00,66382.4921875,66382.4921875,66295.8046875,66295.8046875,66295.8046875,0
2024-04-03 07:05:00+00:00,66213.34375,66298.6796875,66213.34375,66298.6796875,66298.6796875,0
2024-04-03 07:10:00+00:00,66279.4140625,66441.375,66279.4140625,66441.375,66441.375,0
2024-04-03 07:15:00+00:00,66476.2265625,66476.2265625,66440.640625,66440.640625,66440.640625,34701312
2024-04-03 07:20:00+00:00,66481.984375,66500.6328125,66397.59375,66397.59375,66397.59375,12365824
2024-04-03 07:25:00+00:00,66368.6484375,66368.6484375,66324.65625,66342.546875,66342.546875,0
2024-04-03 07:30:00+00:00,66315.1484375,66315.1484375,66232.5234375,66232.5234375,66232.5234375,0
2024-04-03 07:35:00+00:00,66258.390625,66278.5078125,66231.9453125,66270.484375,66270.484375,0
2024-04-03 07:40:00+00:00,66285.9921875,66380.78125,66285.9921875,66380.78125,66380.78125,0
2024-04-03 07:45:00+00:00,66361.6953125,66361.6953125,66284.1640625,66289.78125,66289.78125,0
2024-04-03 07:50:00+00:00,66285.1640625,66293.6171875,66239.53125,66239.53125,66239.53125,0
2024-04-03 07:55:00+00:00,66208.9140625,66227.59375,66169.4765625,66169.4765625,66169.4765625,0
2024-04-03 08:00:00+00:00,66183.359375,66183.359375,66107.21875,66107.21875,66107.21875,0
2024-04-03 08:05:00+00:00,66096.1328125,66100.3359375,66057.5703125,66100.3359375,66100.3359375,0
2024-04-03 08:10:00+00:00,66126.71875,66126.71875,66063.4140625,66081.9296875,66081.9296875,0
2024-04-03 08:15:00+00:00,66116.765625,66161.3828125,66108.140625,66155.6875,66155.6875,0
2024-04-03 08:20:00+00:00,66213.59375,66231.2734375,66191.71875,66191.71875,66191.71875,0
2024-04-03 08:25:00+00:00,66208.890625,66224.5,66151.6015625,66224.5,66224.5,0
2024-04-03 08:30:00+00:00,66195.859375,66366.625,66195.859375,66366.625,66366.625,0
2024-04-03 08:35:00+00:00,66372.6328125,66488.2578125,66372.6328125,66488.2578125,66488.2578125,60960768
2024-04-03 08:40:00+00:00,66521.7109375,66649.09375,66521.7109375,66647.9921875,66647.9921875,173670400
2024-04-03 08:45:00+00:00,66589.609375,66589.609375,66524.0703125,66532.453125,66532.453125,85549056
2024-04-03 08:50:00+00:00,66537.296875,66543.2578125,66482.1953125,66524.1875,66524.1875,3944448
2024-04-03 08:55:00+00:00,66522.515625,66638.640625,66522.515625,66617.3203125,66617.3203125,0
2024-04-03 09:00:00+00:00,66550.296875,66631.6171875,66519.59375,66631.6171875,66631.6171875,0
2024-04-03 09:05:00+00:00,66638.78125,66638.78125,66556.03125,66556.03125,66556.03125,0
2024-04-03 09:10:00+00:00,66531.234375,66531.234375,66436.921875,66436.921875,66436.921875,0
2024-04-03 09:15:00+00:00,66453.2734375,66472.7578125,66435.921875,66472.7578125,66472.7578125,0
2024-04-03 09:20:00+00:00,66477.4609375,66477.4609375,66444.2109375,66457.09375,66457.09375,0
2024-04-03 09:25:00+00:00,66438.09375,66485.65625,66438.09375,66485.65625,66485.65625,0
2024-04-03 09:30:00+00:00,66477.6640625,66508.0703125,66470.2421875,66476.9140625,66476.9140625,0
2024-04-03 09:35:00+00:00,66514.125,66552.8203125,66510.78125,66524.2109375,66524.2109375,3080192
2024-04-03 09:40:00+00:00,66478.6328125,66493.71875,66422.4921875,66436.3125,66436.3125,0
2024-04-03 09:45:00+00:00,66451.53125,66557.828125,66383.390625,66551.1953125,66551.1953125,0
2024-04-03 09:50:00+00:00,66521.75,66559.828125,66520.65625,66526.2109375,66526.2109375,61485056
2024-04-03 09:55:00+00:00,66553.953125,66553.953125,66492.5859375,66492.5859375,66492.5859375,7147520
2024-04-03 10:00:00+00:00,66513.765625,66513.765625,66439.4140625,66439.4140625,66439.4140625,0
2024-04-03 10:05:00+00:00,66446.375,66448.234375,66389.203125,66389.203125,66389.203125,0
2024-04-03 10:10:00+00:00,66393.390625,66404.1484375,66370.21875,66372.8125,66372.8125,0
2024-04-03 10:15:00+00:00,66382.859375,66427.8359375,66377.3203125,66377.3203125,66377.3203125,31793152
2024-04-03 10:20:00+00:00,66419.2734375,66424.953125,66387.4453125,66400.28125,66400.28125,0
2024-04-03 10:25:00+00:00,66416.6953125,66416.6953125,66367.515625,66367.515625,66367.515625,0
2024-04-03 10:30:00+00:00,66330.265625,66346.359375,66271.0390625,66271.0390625,66271.0390625,2453504
2024-04-03 10:35:00+00:00,66241.0078125,66302.28125,66241.0078125,66302.28125,66302.28125,6418432
2024-04-03 10:40:00+00:00,66304.6953125,66304.6953125,66080.8125,66080.8125,66080.8125,0
2024-04-03 10:45:00+00:00,66146.046875,66146.046875,66092.1796875,66110.6171875,66110.6171875,0
2024-04-03 10:50:00+00:00,66122.6171875,66141.984375,66096.8359375,66115.4921875,66115.4921875,0
2024-04-03 10:55:00+00:00,66123.1484375,66194.5,66123.1484375,66194.5,66194.5,0
2024-04-03 11:00:00+00:00,66208.4453125,66208.4453125,66089.1796875,66089.1796875,66089.1796875,0
2024-04-03 11:05:00+00:00,66082.34375,66082.34375,65901.7109375,65905.453125,65905.453125,0
2024-04-03 11:10:00+00:00,65580.46875,65750.7578125,65580.46875,65713.15625,65713.15625,13963264
2024-04-03 11:15:00+00:00,65669.859375,65769.109375,65669.859375,65769.109375,65769.109375,53559296
2024-04-03 11:20:00+00:00,65768.0390625,65833.1953125,65768.0390625,65833.1953125,65833.1953125,0
2024-04-03 11:25:00+00:00,65856.8203125,65896.8671875,65856.8203125,65895.875,65895.875,0
2024-04-03 11:30:00+00:00,65885.7265625,65939.390625,65869.03125,65924.640625,65924.640625,0
2024-04-03 11:35:00+00:00,65931.1875,65980.7578125,65931.1875,65970.09375,65970.09375,0
2024-04-03 11:40:00+00:00,65989.9140625,66053.9375,65989.9140625,66024.4765625,66024.4765625,0
2024-04-03 11:45:00+00:00,65989.5234375,65989.5234375,65927.109375,65927.109375,65927.109375,0
2024-04-03 11:50:00+00:00,65947.984375,66177.03125,65947.984375,66161.1328125,66161.1328125,0
2024-04-03 11:55:00+00:00,66172.6328125,66172.6328125,66078.921875,66078.921875,66078.921875,0
2024-04-03 12:00:00+00:00,66094.265625,66136.0703125,66021.796875,66036.4921875,66036.4921875,0
2024-04-03 12:05:00+00:00,66016.390625,66133.140625,66005.03125,66133.140625,66133.140625,0
2024-04-03 12:10:00+00:00,66124.46875,66228.0859375,66124.46875,66202.6953125,66202.6953125,0
2024-04-03 12:15:00+00:00,66189.6484375,66189.6484375,66109.3359375,66133.9375,66133.9375,0
2024-04-03 12:20:00+00:00,66101.796875,66131.828125,66063.3515625,66123.8203125,66123.8203125,1593344
2024-04-03 12:25:00+00:00,66117.0546875,66118.046875,65978.7890625,65978.7890625,65978.7890625,0
2024-04-03 12:30:00+00:00,65944.2578125,65944.2578125,65870.3125,65870.3125,65870.3125,0
2024-04-03 12:35:00+00:00,65878.09375,65878.09375,65788.4375,65837.046875,65837.046875,29114368
2024-04-03 12:40:00+00:00,65847.21875,65847.21875,65794.0625,65818.6171875,65818.6171875,0
2024-04-03 12:45:00+00:00,65839.359375,65907.6171875,65828.4140625,65856.8125,65856.8125,0
2024-04-03 12:50:00+00:00,65855.2265625,65920.296875,65849.546875,65920.296875,65920.296875,0
2024-04-03 12:55:00+00:00,65920.3125,65942.5703125,65920.3125,65942.5703125,65942.5703125,0
2024-04-03 13:00:00+00:00,65944.265625,65957.46875,65944.265625,65957.46875,65957.46875,0
2024-04-03 13:05:00+00:00,65976.2421875,66018.2109375,65971.25,65985.0390625,65985.0390625,0
2024-04-03 13:10:00+00:00,65998.8984375,66016.6171875,65998.8984375,66002.5,66002.5,0
2024-04-03 13:15:00+00:00,66005.984375,66005.984375,65888.0390625,65920.2890625,65920.2890625,0
2024-04-03 13:20:00+00:00,65853.9609375,65853.9609375,65722.25,65722.25,65722.25,0
2024-04-03 13:25:00+00:00,65710.5078125,65733.328125,65695.859375,65733.328125,65733.328125,0
2024-04-03 13:30:00+00:00,65749.4140625,65975.8671875,65715.90625,65878.1796875,65878.1796875,0
2024-04-03 13:35:00+00:00,65910.4453125,65910.4453125,65827.53125,65827.53125,65827.53125,0
2024-04-03 13:40:00+00:00,65828.4609375,65863.4921875,65704.4921875,65704.4921875,65704.4921875,0
2024-04-03 13:45:00+00:00,65727.921875,65879.3046875,65717.8515625,65820.0703125,65820.0703125,0
2024-04-03 13:50:00+00:00,65831.6484375,65941.5859375,65831.6484375,65941.5859375,65941.5859375,0
2024-04-03 13:55:00+00:00,65909.90625,65913.3984375,65792.5390625,65792.5390625,65792.5390625,0
2024-04-03 14:00:00+00:00,65821.875,66337.75,65821.875,66337.75,66337.75,0
2024-04-03 14:05:00+00:00,66428.6640625,66736.0546875,66428.6640625,66572.734375,66572.734375,145936384
2024-04-03 14:10:00+00:00,66473.1015625,66564.09375,66473.1015625,66564.09375,66564.09375,143478784
2024-04-03 14:15:00+00:00,66640.6328125,66685.421875,66481.515625,66481.515625,66481.515625,540672
2024-04-03 14:20:00+00:00,66497.96875,66582.234375,66497.96875,66549.21875,66549.21875,0
2024-04-03 14:25:00+00:00,66590.171875,66850.0703125,66590.171875,66850.0703125,66850.0703125,18391040
2024-04-03 14:30:00+00:00,66812.1015625,66812.1015625,66684.2421875,66714.328125,66714.328125,0
2024-04-03 14:35:00+00:00,66719.5859375,66758.4765625,66661.53125,66661.53125,66661.53125,0
2024-04-03 14:40:00+00:00,66678.953125,66678.953125,66493.1328125,66540.2109375,66540.2109375,0
2024-04-03 14:45:00+00:00,66510.8828125,66556.890625,66474.71875,66536.328125,66536.328125,0
2024-04-03 14:50:00+00:00,66523.4921875,66594.59375,66523.4921875,66562.9375,66562.9375,0
2024-04-03 14:55:00+00:00,66578.7890625,66608.6875,66578.7890625,66595.234375,66595.234375,0
